ID,brand,name,category,description,ingredients,price_rsd,shade
17219,YSL,YSL Mascara,mascara,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"panthenol, iron oxides, water, dimethicone, cetyl alcohol",2915,
17220,Revolution,Revolution Mascara,mascara,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"silica, iron oxides, dimethicone, niacinamide, cetyl alcohol",8689,
17221,Glamora,SilkySmooth Mascara,mascara,Long-lasting formula with smooth application. High coverage and lightweight feel.,"tocopherol, cetyl alcohol, shea butter, aloe vera extract, dimethicone",8305,
17222,Aura,Aura Mascara,mascara,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"water, aloe vera extract, tocopherol, panthenol, shea butter",5718,
17223,NYX,NYX Mascara,mascara,High coverage and lightweight feel. Long-lasting formula with smooth application.,"dimethicone, silica, mica, cetearyl alcohol, niacinamide",6425,
17224,ColorMuse,SoftBlend Eyeshadow,mascara,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","water, cetyl alcohol, glycerin, tocopherol, hyaluronic acid",1353,
17225,SkinTone,HydraWear Concealer,mascara,Long-lasting formula with smooth application. Matte effect that lasts all day.,"vitamin e, dimethicone, shea butter, glycerin, panthenol",3918,
17226,Huda Beauty,Huda Beauty Mascara,mascara,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","tocopherol, iron oxides, cetyl alcohol, water, cetearyl alcohol",4888,
17227,Tom Ford,Tom Ford Mascara,mascara,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","hyaluronic acid, shea butter, vitamin e, tocopherol, niacinamide",6141,
17228,FaceCraft,ShineLess Powder,mascara,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","aloe vera extract, shea butter, water, tocopherol, dimethicone",2062,
17229,AuraBeauty,CloudTint Cream Blush,mascara,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"vitamin e, tocopherol, cetyl alcohol, niacinamide, hyaluronic acid",4758,
17230,Charlotte Tilbury,Charlotte Tilbury Mascara,mascara,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","shea butter, glycerin, panthenol, titanium dioxide, niacinamide",6165,
17231,Loreal,Loreal Mascara,mascara,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","tocopherol, mica, panthenol, cetyl alcohol, silica",7392,
17232,ProLuxe,LashLift Mascara,mascara,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","silica, dimethicone, glycerin, hyaluronic acid, vitamin e",8658,
17233,Chanel,Chanel Mascara,mascara,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"aloe vera extract, dimethicone, water, hyaluronic acid, silica",1135,
17234,Essence,Essence Mascara,mascara,Long-lasting formula with smooth application. High coverage and lightweight feel.,"water, hyaluronic acid, dimethicone, cetearyl alcohol, tocopherol",3152,
17235,MakeUpArt,NudeBloom Lip Gloss,mascara,Moisturizing texture with natural finish. High coverage and lightweight feel.,"silica, titanium dioxide, iron oxides, shea butter, mica",2310,
17236,Cosmetica,Velvet Touch Lipstick,mascara,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, iron oxides, glycerin, aloe vera extract, niacinamide",397,
17237,BeautyPro,Radiant Glow Blush,mascara,High coverage and lightweight feel. Intense color payoff with easy blendability.,"panthenol, cetearyl alcohol, hyaluronic acid, tocopherol, iron oxides",4491,
17238,LuxeSkin,PureMatte Foundation,mascara,Matte effect that lasts all day. Moisturizing texture with natural finish.,"tocopherol, niacinamide, glycerin, silica, hyaluronic acid",4643,
17239,Glamora,SilkySmooth Mascara,mascara,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"tocopherol, hyaluronic acid, cetearyl alcohol, glycerin, water",963,
17240,Rimmel,Rimmel Mascara,mascara,Long-lasting formula with smooth application. High coverage and lightweight feel.,"mica, panthenol, tocopherol, hyaluronic acid, glycerin",5074,
17241,ColorMuse,SoftBlend Eyeshadow,mascara,Matte effect that lasts all day. Long-lasting formula with smooth application.,"mica, vitamin e, tocopherol, panthenol, shea butter",5787,
17242,SkinTone,HydraWear Concealer,mascara,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","silica, hyaluronic acid, aloe vera extract, dimethicone, niacinamide",8379,
17243,Max Factor,Max Factor Mascara,mascara,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"niacinamide, iron oxides, water, panthenol, cetyl alcohol",3662,
17244,Estee Lauder,Estee Lauder Mascara,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","glycerin, tocopherol, vitamin e, panthenol, dimethicone",2458,
17245,Clinique,Clinique Mascara,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","mica, niacinamide, titanium dioxide, aloe vera extract, dimethicone",3039,
17246,FaceCraft,ShineLess Powder,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetyl alcohol, cetearyl alcohol, water, niacinamide, mica",2787,
17247,AuraBeauty,CloudTint Cream Blush,mascara,Long-lasting formula with smooth application. Matte effect that lasts all day.,"silica, cetyl alcohol, aloe vera extract, niacinamide, dimethicone",8469,
17248,NARS,NARS Mascara,mascara,High coverage and lightweight feel. Long-lasting formula with smooth application.,"hyaluronic acid, tocopherol, mica, aloe vera extract, cetyl alcohol",8230,
17249,ProLuxe,LashLift Mascara,mascara,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"hyaluronic acid, niacinamide, mica, glycerin, vitamin e",3589,
17250,MakeUpArt,NudeBloom Lip Gloss,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetearyl alcohol, cetyl alcohol, silica, vitamin e, tocopherol",2923,
17251,Cosmetica,Velvet Touch Lipstick,mascara,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"aloe vera extract, tocopherol, shea butter, panthenol, glycerin",2046,
17252,BeautyPro,Radiant Glow Blush,mascara,Buildable coverage and comfortable wear all day. Infused with nourishing ingredients for radiant look.,"glycerin, tocopherol, cetyl alcohol, water, panthenol",8575,
17253,Dior,Dior Mascara,mascara,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","aloe vera extract, titanium dioxide, hyaluronic acid, cetearyl alcohol, iron oxides",6502,
17254,LuxeSkin,PureMatte Foundation,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","tocopherol, hyaluronic acid, cetearyl alcohol, mica, titanium dioxide",8361,
17255,Glamora,SilkySmooth Mascara,mascara,Matte effect that lasts all day. Long-lasting formula with smooth application.,"niacinamide, cetearyl alcohol, shea butter, water, titanium dioxide",2829,
17256,ColorMuse,SoftBlend Eyeshadow,mascara,High coverage and lightweight feel. Moisturizing texture with natural finish.,"panthenol, shea butter, niacinamide, glycerin, titanium dioxide",3443,
17257,SkinTone,HydraWear Concealer,mascara,Matte effect that lasts all day. Buildable coverage and comfortable wear all day.,"dimethicone, cetyl alcohol, glycerin, shea butter, vitamin e",5857,
17258,FaceCraft,ShineLess Powder,mascara,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"mica, glycerin, silica, shea butter, dimethicone",2928,
17259,AuraBeauty,CloudTint Cream Blush,mascara,Matte effect that lasts all day. Intense color payoff with easy blendability.,"iron oxides, tocopherol, aloe vera extract, shea butter, glycerin",8664,
17260,Lanc̫me,Lanc̫me Mascara,mascara,Long-lasting formula with smooth application. High coverage and lightweight feel.,"iron oxides, water, shea butter, glycerin, panthenol",1996,
17261,ProLuxe,LashLift Mascara,mascara,Moisturizing texture with natural finish. Intense color payoff with easy blendability.,"titanium dioxide, vitamin e, shea butter, tocopherol, cetyl alcohol",8210,
17262,MakeUpArt,NudeBloom Lip Gloss,mascara,Matte effect that lasts all day. Long-lasting formula with smooth application.,"titanium dioxide, dimethicone, niacinamide, panthenol, mica",5125,
17263,Golden Rose,Golden Rose Mascara,mascara,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"dimethicone, shea butter, aloe vera extract, water, glycerin",6474,
17264,Maybelline,Maybelline Mascara,mascara,Matte effect that lasts all day. Intense color payoff with easy blendability.,"tocopherol, titanium dioxide, silica, aloe vera extract, mica",6688,
17265,Cosmetica,Velvet Touch Lipstick,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"dimethicone, hyaluronic acid, mica, silica, aloe vera extract",8898,
17266,BeautyPro,Radiant Glow Blush,mascara,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","shea butter, mica, tocopherol, aloe vera extract, hyaluronic acid",3644,
17267,LuxeSkin,PureMatte Foundation,mascara,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","niacinamide, silica, vitamin e, water, glycerin",2217,
17268,Glamora,SilkySmooth Mascara,mascara,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"niacinamide, silica, glycerin, water, aloe vera extract",2313,
17269,Catrice,Catrice Mascara,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","vitamin e, dimethicone, iron oxides, mica, aloe vera extract",1885,
17270,ColorMuse,SoftBlend Eyeshadow,mascara,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"water, glycerin, silica, titanium dioxide, tocopherol",3658,
17271,SkinTone,HydraWear Concealer,mascara,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"iron oxides, cetearyl alcohol, cetyl alcohol, dimethicone, panthenol",5396,
17272,FaceCraft,ShineLess Powder,mascara,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"glycerin, water, iron oxides, tocopherol, cetearyl alcohol",6265,
17273,AuraBeauty,CloudTint Cream Blush,mascara,Intense color payoff with easy blendability. Infused with nourishing ingredients for radiant look.,"shea butter, vitamin e, tocopherol, aloe vera extract, dimethicone",5924,
17274,ProLuxe,LashLift Mascara,mascara,Moisturizing texture with natural finish. Matte effect that lasts all day.,"titanium dioxide, silica, mica, aloe vera extract, hyaluronic acid",1377,
17275,MakeUpArt,NudeBloom Lip Gloss,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"panthenol, niacinamide, aloe vera extract, water, silica",2162,
17276,Cosmetica,Velvet Touch Lipstick,mascara,Buildable coverage and comfortable wear all day. Matte effect that lasts all day.,"silica, water, vitamin e, mica, titanium dioxide",3269,
17277,BeautyPro,Radiant Glow Blush,mascara,"High coverage and lightweight feel. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, shea butter, tocopherol, silica, aloe vera extract",2606,
17278,LuxeSkin,PureMatte Foundation,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","vitamin e, panthenol, shea butter, aloe vera extract, iron oxides",7625,
17279,Glamora,SilkySmooth Mascara,mascara,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","shea butter, cetearyl alcohol, aloe vera extract, titanium dioxide, water",6315,
17280,ColorMuse,SoftBlend Eyeshadow,mascara,Infused with nourishing ingredients for radiant look. Long-lasting formula with smooth application.,"glycerin, titanium dioxide, niacinamide, hyaluronic acid, silica",7354,
17281,SkinTone,HydraWear Concealer,mascara,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"niacinamide, silica, hyaluronic acid, tocopherol, aloe vera extract",6378,
17282,FaceCraft,ShineLess Powder,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"vitamin e, aloe vera extract, hyaluronic acid, glycerin, water",1718,
17283,AuraBeauty,CloudTint Cream Blush,mascara,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"vitamin e, iron oxides, panthenol, glycerin, niacinamide",825,
17284,ProLuxe,LashLift Mascara,mascara,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","iron oxides, aloe vera extract, cetearyl alcohol, mica, vitamin e",3776,
17285,MakeUpArt,NudeBloom Lip Gloss,mascara,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","niacinamide, tocopherol, cetearyl alcohol, iron oxides, hyaluronic acid",371,
17286,Cosmetica,Velvet Touch Lipstick,mascara,Long-lasting formula with smooth application. Intense color payoff with easy blendability.,"mica, niacinamide, iron oxides, cetearyl alcohol, tocopherol",7674,
17287,BeautyPro,Radiant Glow Blush,mascara,High coverage and lightweight feel. Long-lasting formula with smooth application.,"shea butter, tocopherol, glycerin, titanium dioxide, hyaluronic acid",7591,
17288,LuxeSkin,PureMatte Foundation,mascara,"Soft, creamy formula suitable for all skin types. Moisturizing texture with natural finish.","vitamin e, glycerin, dimethicone, iron oxides, hyaluronic acid",927,
17289,Glamora,SilkySmooth Mascara,mascara,Matte effect that lasts all day. Intense color payoff with easy blendability.,"iron oxides, glycerin, hyaluronic acid, aloe vera extract, water",7659,
17290,ColorMuse,SoftBlend Eyeshadow,mascara,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"niacinamide, iron oxides, shea butter, tocopherol, water",7400,
17291,SkinTone,HydraWear Concealer,mascara,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","aloe vera extract, tocopherol, cetyl alcohol, panthenol, water",2766,
17292,FaceCraft,ShineLess Powder,mascara,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"dimethicone, aloe vera extract, panthenol, cetearyl alcohol, mica",1100,
17293,AuraBeauty,CloudTint Cream Blush,mascara,Intense color payoff with easy blendability. Long-lasting formula with smooth application.,"mica, aloe vera extract, cetyl alcohol, niacinamide, vitamin e",6681,
17294,ProLuxe,LashLift Mascara,mascara,High coverage and lightweight feel. Matte effect that lasts all day.,"titanium dioxide, dimethicone, cetearyl alcohol, hyaluronic acid, tocopherol",2314,
17295,MakeUpArt,NudeBloom Lip Gloss,mascara,Long-lasting formula with smooth application. High coverage and lightweight feel.,"titanium dioxide, hyaluronic acid, dimethicone, glycerin, silica",2095,
17296,Cosmetica,Velvet Touch Lipstick,mascara,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"iron oxides, aloe vera extract, vitamin e, niacinamide, dimethicone",4056,
17297,BeautyPro,Radiant Glow Blush,mascara,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","shea butter, cetearyl alcohol, titanium dioxide, glycerin, dimethicone",5356,
17298,LuxeSkin,PureMatte Foundation,mascara,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"dimethicone, titanium dioxide, water, silica, tocopherol",7348,
17299,Glamora,SilkySmooth Mascara,mascara,Moisturizing texture with natural finish. Matte effect that lasts all day.,"mica, dimethicone, cetyl alcohol, iron oxides, shea butter",4601,
17300,ColorMuse,SoftBlend Eyeshadow,mascara,Moisturizing texture with natural finish. Long-lasting formula with smooth application.,"glycerin, dimethicone, cetyl alcohol, aloe vera extract, tocopherol",5368,
17301,SkinTone,HydraWear Concealer,mascara,Buildable coverage and comfortable wear all day. Moisturizing texture with natural finish.,"aloe vera extract, silica, panthenol, hyaluronic acid, niacinamide",1724,
17302,FaceCraft,ShineLess Powder,mascara,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","vitamin e, glycerin, aloe vera extract, niacinamide, cetyl alcohol",4857,
17303,AuraBeauty,CloudTint Cream Blush,mascara,"Buildable coverage and comfortable wear all day. Soft, creamy formula suitable for all skin types.","titanium dioxide, hyaluronic acid, panthenol, water, aloe vera extract",1933,
17304,Revlon,Revlon Mascara,mascara,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"mica, hyaluronic acid, panthenol, niacinamide, glycerin",8026,
17305,ProLuxe,LashLift Mascara,mascara,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"niacinamide, vitamin e, glycerin, iron oxides, titanium dioxide",5319,
17306,MakeUpArt,NudeBloom Lip Gloss,mascara,Infused with nourishing ingredients for radiant look. Matte effect that lasts all day.,"niacinamide, dimethicone, iron oxides, shea butter, water",1700,
17307,Cosmetica,Velvet Touch Lipstick,mascara,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"vitamin e, hyaluronic acid, niacinamide, glycerin, aloe vera extract",4400,
17308,BeautyPro,Radiant Glow Blush,mascara,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","glycerin, niacinamide, cetyl alcohol, iron oxides, silica",1434,
17309,LuxeSkin,PureMatte Foundation,mascara,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","iron oxides, vitamin e, niacinamide, dimethicone, panthenol",6855,
17310,Glamora,SilkySmooth Mascara,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"aloe vera extract, mica, silica, tocopherol, iron oxides",8780,
17311,ColorMuse,SoftBlend Eyeshadow,mascara,High coverage and lightweight feel. Matte effect that lasts all day.,"cetearyl alcohol, aloe vera extract, iron oxides, tocopherol, titanium dioxide",4416,
17312,SkinTone,HydraWear Concealer,mascara,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","niacinamide, cetyl alcohol, silica, shea butter, aloe vera extract",2722,
17313,FaceCraft,ShineLess Powder,mascara,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"shea butter, mica, iron oxides, aloe vera extract, glycerin",3529,
17314,AuraBeauty,CloudTint Cream Blush,mascara,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","dimethicone, mica, vitamin e, cetyl alcohol, glycerin",5826,
17315,ProLuxe,LashLift Mascara,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"niacinamide, dimethicone, shea butter, iron oxides, cetyl alcohol",6526,
17316,MakeUpArt,NudeBloom Lip Gloss,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"tocopherol, niacinamide, water, shea butter, panthenol",1215,
17317,Cosmetica,Velvet Touch Lipstick,mascara,Matte effect that lasts all day. Moisturizing texture with natural finish.,"niacinamide, aloe vera extract, iron oxides, vitamin e, panthenol",8423,
17318,BeautyPro,Radiant Glow Blush,mascara,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"iron oxides, panthenol, cetyl alcohol, vitamin e, silica",5574,
17319,LuxeSkin,PureMatte Foundation,mascara,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","glycerin, cetyl alcohol, vitamin e, aloe vera extract, shea butter",6350,
17320,Glamora,SilkySmooth Mascara,mascara,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","titanium dioxide, niacinamide, vitamin e, cetyl alcohol, hyaluronic acid",7632,
17321,ColorMuse,SoftBlend Eyeshadow,mascara,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"vitamin e, aloe vera extract, cetearyl alcohol, shea butter, titanium dioxide",4387,
17322,SkinTone,HydraWear Concealer,mascara,Infused with nourishing ingredients for radiant look. High coverage and lightweight feel.,"glycerin, dimethicone, cetyl alcohol, aloe vera extract, mica",2107,
17323,FaceCraft,ShineLess Powder,mascara,High coverage and lightweight feel. Intense color payoff with easy blendability.,"aloe vera extract, mica, vitamin e, niacinamide, cetearyl alcohol",832,
17324,AuraBeauty,CloudTint Cream Blush,mascara,Matte effect that lasts all day. High coverage and lightweight feel.,"iron oxides, tocopherol, titanium dioxide, cetyl alcohol, silica",2587,
17325,ProLuxe,LashLift Mascara,mascara,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","aloe vera extract, water, tocopherol, cetearyl alcohol, vitamin e",5204,
17326,MakeUpArt,NudeBloom Lip Gloss,mascara,"Intense color payoff with easy blendability. Soft, creamy formula suitable for all skin types.","water, shea butter, cetearyl alcohol, niacinamide, aloe vera extract",4802,
17327,Cosmetica,Velvet Touch Lipstick,mascara,Infused with nourishing ingredients for radiant look. Buildable coverage and comfortable wear all day.,"dimethicone, water, panthenol, cetyl alcohol, shea butter",2122,
17328,BeautyPro,Radiant Glow Blush,mascara,"Soft, creamy formula suitable for all skin types. Intense color payoff with easy blendability.","vitamin e, cetyl alcohol, cetearyl alcohol, iron oxides, panthenol",6559,
17329,LuxeSkin,PureMatte Foundation,mascara,Infused with nourishing ingredients for radiant look. Moisturizing texture with natural finish.,"vitamin e, water, shea butter, glycerin, cetearyl alcohol",2235,
17330,Glamora,SilkySmooth Mascara,mascara,Matte effect that lasts all day. Moisturizing texture with natural finish.,"silica, panthenol, vitamin e, dimethicone, water",1688,
17331,ColorMuse,SoftBlend Eyeshadow,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"titanium dioxide, dimethicone, water, hyaluronic acid, shea butter",794,
17332,SkinTone,HydraWear Concealer,mascara,"Soft, creamy formula suitable for all skin types. High coverage and lightweight feel.","vitamin e, niacinamide, glycerin, dimethicone, cetyl alcohol",4955,
17333,FaceCraft,ShineLess Powder,mascara,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"shea butter, mica, tocopherol, water, aloe vera extract",8666,
17334,AuraBeauty,CloudTint Cream Blush,mascara,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"water, tocopherol, iron oxides, aloe vera extract, cetearyl alcohol",2566,
17335,ProLuxe,LashLift Mascara,mascara,Intense color payoff with easy blendability. Moisturizing texture with natural finish.,"tocopherol, panthenol, cetearyl alcohol, mica, aloe vera extract",3385,
17336,MakeUpArt,NudeBloom Lip Gloss,mascara,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"silica, cetyl alcohol, hyaluronic acid, water, titanium dioxide",3768,
17337,Cosmetica,Velvet Touch Lipstick,mascara,High coverage and lightweight feel. Infused with nourishing ingredients for radiant look.,"cetearyl alcohol, water, glycerin, iron oxides, niacinamide",6619,
17338,BeautyPro,Radiant Glow Blush,mascara,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","aloe vera extract, cetyl alcohol, iron oxides, titanium dioxide, dimethicone",6235,
17339,LuxeSkin,PureMatte Foundation,mascara,"Moisturizing texture with natural finish. Soft, creamy formula suitable for all skin types.","dimethicone, shea butter, silica, cetearyl alcohol, niacinamide",2063,
17340,Glamora,SilkySmooth Mascara,mascara,Intense color payoff with easy blendability. High coverage and lightweight feel.,"dimethicone, aloe vera extract, niacinamide, tocopherol, water",7535,
17341,ColorMuse,SoftBlend Eyeshadow,mascara,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","cetearyl alcohol, silica, shea butter, niacinamide, dimethicone",6401,
17342,SkinTone,HydraWear Concealer,mascara,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"mica, tocopherol, panthenol, glycerin, niacinamide",7352,
17343,FaceCraft,ShineLess Powder,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"cetyl alcohol, vitamin e, panthenol, niacinamide, iron oxides",5157,
17344,AuraBeauty,CloudTint Cream Blush,mascara,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","titanium dioxide, mica, glycerin, iron oxides, cetyl alcohol",3707,
17345,ProLuxe,LashLift Mascara,mascara,Intense color payoff with easy blendability. Buildable coverage and comfortable wear all day.,"vitamin e, water, shea butter, panthenol, mica",4104,
17346,MakeUpArt,NudeBloom Lip Gloss,mascara,Buildable coverage and comfortable wear all day. Long-lasting formula with smooth application.,"tocopherol, water, cetearyl alcohol, silica, titanium dioxide",2258,
17347,Cosmetica,Velvet Touch Lipstick,mascara,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","cetearyl alcohol, titanium dioxide, cetyl alcohol, silica, glycerin",8037,
17348,BeautyPro,Radiant Glow Blush,mascara,Matte effect that lasts all day. Intense color payoff with easy blendability.,"hyaluronic acid, glycerin, cetearyl alcohol, mica, tocopherol",8002,
17349,LuxeSkin,PureMatte Foundation,mascara,Matte effect that lasts all day. Moisturizing texture with natural finish.,"cetearyl alcohol, panthenol, titanium dioxide, hyaluronic acid, glycerin",1932,
17350,Glamora,SilkySmooth Mascara,mascara,Long-lasting formula with smooth application. Matte effect that lasts all day.,"glycerin, dimethicone, shea butter, panthenol, aloe vera extract",8866,
17351,ColorMuse,SoftBlend Eyeshadow,mascara,Long-lasting formula with smooth application. Infused with nourishing ingredients for radiant look.,"dimethicone, mica, silica, hyaluronic acid, panthenol",8134,
17352,SkinTone,HydraWear Concealer,mascara,Matte effect that lasts all day. Long-lasting formula with smooth application.,"mica, dimethicone, shea butter, tocopherol, panthenol",3361,
17353,FaceCraft,ShineLess Powder,mascara,"Soft, creamy formula suitable for all skin types. Matte effect that lasts all day.","dimethicone, shea butter, panthenol, cetyl alcohol, silica",553,
17354,AuraBeauty,CloudTint Cream Blush,mascara,"Matte effect that lasts all day. Soft, creamy formula suitable for all skin types.","glycerin, titanium dioxide, cetearyl alcohol, shea butter, niacinamide",4349,
17355,ProLuxe,LashLift Mascara,mascara,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","glycerin, water, cetearyl alcohol, tocopherol, silica",793,
17356,MakeUpArt,NudeBloom Lip Gloss,mascara,Matte effect that lasts all day. Moisturizing texture with natural finish.,"panthenol, hyaluronic acid, cetyl alcohol, water, dimethicone",4354,
17357,Cosmetica,Velvet Touch Lipstick,mascara,"Soft, creamy formula suitable for all skin types. Infused with nourishing ingredients for radiant look.","hyaluronic acid, vitamin e, iron oxides, panthenol, cetyl alcohol",5437,
17358,BeautyPro,Radiant Glow Blush,mascara,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"aloe vera extract, mica, tocopherol, cetearyl alcohol, shea butter",7646,
17359,LuxeSkin,PureMatte Foundation,mascara,Long-lasting formula with smooth application. Buildable coverage and comfortable wear all day.,"hyaluronic acid, mica, shea butter, vitamin e, dimethicone",477,
17360,Glamora,SilkySmooth Mascara,mascara,Buildable coverage and comfortable wear all day. Intense color payoff with easy blendability.,"water, mica, panthenol, aloe vera extract, hyaluronic acid",3981,
17361,ColorMuse,SoftBlend Eyeshadow,mascara,Moisturizing texture with natural finish. Infused with nourishing ingredients for radiant look.,"iron oxides, tocopherol, niacinamide, shea butter, vitamin e",4106,
17362,SkinTone,HydraWear Concealer,mascara,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"mica, silica, titanium dioxide, cetearyl alcohol, aloe vera extract",3939,
17363,FaceCraft,ShineLess Powder,mascara,High coverage and lightweight feel. Moisturizing texture with natural finish.,"titanium dioxide, silica, glycerin, hyaluronic acid, iron oxides",1082,
17364,AuraBeauty,CloudTint Cream Blush,mascara,Long-lasting formula with smooth application. Moisturizing texture with natural finish.,"water, cetyl alcohol, panthenol, dimethicone, cetearyl alcohol",2973,
17365,ProLuxe,LashLift Mascara,mascara,"Infused with nourishing ingredients for radiant look. Soft, creamy formula suitable for all skin types.","dimethicone, glycerin, vitamin e, iron oxides, cetearyl alcohol",4047,
17366,MakeUpArt,NudeBloom Lip Gloss,mascara,"Soft, creamy formula suitable for all skin types. Buildable coverage and comfortable wear all day.","dimethicone, hyaluronic acid, shea butter, panthenol, titanium dioxide",6914,
17367,Cosmetica,Velvet Touch Lipstick,mascara,Infused with nourishing ingredients for radiant look. Intense color payoff with easy blendability.,"aloe vera extract, niacinamide, cetyl alcohol, shea butter, hyaluronic acid",421,
17368,BeautyPro,Radiant Glow Blush,mascara,Matte effect that lasts all day. Infused with nourishing ingredients for radiant look.,"cetearyl alcohol, aloe vera extract, hyaluronic acid, iron oxides, water",7050,
17369,LuxeSkin,PureMatte Foundation,mascara,Buildable coverage and comfortable wear all day. High coverage and lightweight feel.,"mica, panthenol, vitamin e, iron oxides, niacinamide",4238,
17370,Glamora,SilkySmooth Mascara,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"aloe vera extract, glycerin, cetyl alcohol, shea butter, silica",8292,
17371,ColorMuse,SoftBlend Eyeshadow,mascara,Intense color payoff with easy blendability. Matte effect that lasts all day.,"silica, mica, water, glycerin, cetyl alcohol",7133,
