ID,brand,name,category,description,ingredients,price_rsd,shade
7007,Pat McGrath,Matte Makeup Remover - Collection,makeup remover,Matte Makeup Remover - Collection by Pat McGrath — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, titanium dioxide, phenoxyethanol, kaempferia extract, ethylhexylglycerin, camellia sinensis leaf extract, mica, squalane, silica, octyldodecanol",28521,
7008,Clé de Peau,Satin Makeup Remover,makeup remover,Satin Makeup Remover by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, phenoxyethanol, glycerin, kaolin, ethylhexylglycerin, butyrospermum parkii (shea) butter, iron oxides",38782,
7009,Valentino Beauty,Ultra Makeup Remover,makeup remover,Ultra Makeup Remover by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, cetearyl alcohol, mica, octyldodecanol, kaempferia extract, butyrospermum parkii (shea) butter, hyaluronic acid, camellia sinensis leaf extract",4909,
7010,Sisley,Creamy Makeup Remover - Exclusive,makeup remover,Creamy Makeup Remover - Exclusive by Sisley — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, squalane, titanium dioxide, silica, cetearyl alcohol, mica",7776,
7011,Yves Saint Laurent,Longwear Makeup Remover - Collection,makeup remover,Longwear Makeup Remover - Collection by Yves Saint Laurent — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, titanium dioxide, camellia sinensis leaf extract, fragrance (parfum), mica, hyaluronic acid",20549,
7012,Sisley Paris,Creamy Makeup Remover - Alternative 1108,makeup remover,Creamy Makeup Remover by Sisley Paris — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, squalane, kaempferia extract, aloe barbadensis leaf juice, kaolin, dimethicone, cyclopentasiloxane",38529,
7013,By Terry,Luxury Makeup Remover - Signature,makeup remover,Luxury Makeup Remover - Signature by By Terry — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, glycerin, cetearyl alcohol, caprylic/capric triglyceride, hyaluronic acid, cyclopentasiloxane, kaolin, camellia sinensis leaf extract, kaempferia extract, mica",7074,
7014,Hermès Beauty,Sheer Makeup Remover - Exclusive,makeup remover,Sheer Makeup Remover - Exclusive by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, cyclopentasiloxane, titanium dioxide, hyaluronic acid, squalane, iron oxides, kaolin, talc, cetearyl alcohol, caprylic/capric triglyceride",33833,
7015,Tom Ford,Weightless Makeup Remover,makeup remover,Weightless Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, phenoxyethanol, cetearyl alcohol, squalane, glycerin, caprylic/capric triglyceride",9800,
7016,Estée Lauder,Pure Makeup Remover - Signature,makeup remover,Pure Makeup Remover - Signature by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), iron oxides, silica, cetearyl alcohol, ethylhexylglycerin, titanium dioxide",26818,
7017,NARS,Weightless Makeup Remover,makeup remover,Weightless Makeup Remover by NARS — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, iron oxides, glycerin, titanium dioxide, octyldodecanol, hyaluronic acid, cyclopentasiloxane, phenoxyethanol, kaempferia extract",29086,
7018,Bobbi Brown,Supreme Makeup Remover - Alternative 1109,makeup remover,Supreme Makeup Remover by Bobbi Brown — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), silica, cyclopentasiloxane, titanium dioxide, hyaluronic acid, iron oxides, dimethicone, squalane",13833,
7019,Clé de Peau,Luxury Makeup Remover - Signature - Alternative 1110,makeup remover,Luxury Makeup Remover - Signature by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, octyldodecanol, camellia sinensis leaf extract, kaempferia extract",7921,
7020,Tom Ford,Sheer Makeup Remover,makeup remover,Sheer Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, camellia sinensis leaf extract, dimethicone, aloe barbadensis leaf juice",4710,
7021,La Mer,Creamy Makeup Remover - Alternative 1111,makeup remover,Creamy Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, cetearyl alcohol, ethylhexylglycerin, camellia sinensis leaf extract",21562,
7022,Marc Jacobs,Creamy Makeup Remover - Signature,makeup remover,Creamy Makeup Remover - Signature by Marc Jacobs — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, hyaluronic acid, camellia sinensis leaf extract, dimethicone, ethylhexylglycerin, silica, kaolin",10087,
7023,Pat McGrath,Infused Makeup Remover - Collection,makeup remover,Infused Makeup Remover - Collection by Pat McGrath — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, kaolin, hyaluronic acid, aloe barbadensis leaf juice, titanium dioxide",32163,
7024,La Mer,Matte Makeup Remover,makeup remover,Matte Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"caprylic/capric triglyceride, glycerin, dimethicone, camellia sinensis leaf extract, cetearyl alcohol",6622,
7025,Hermès Beauty,Matte Makeup Remover - Exclusive,makeup remover,Matte Makeup Remover - Exclusive by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, ethylhexylglycerin, phenoxyethanol, octyldodecanol, cetearyl alcohol",38523,
7026,Armani,Pure Makeup Remover,makeup remover,Pure Makeup Remover by Armani — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), octyldodecanol, glycerin, caprylic/capric triglyceride, silica, titanium dioxide, ethylhexylglycerin, camellia sinensis leaf extract",25397,
7027,Chanel,Pure Makeup Remover - Collection,makeup remover,Pure Makeup Remover - Collection by Chanel — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, dimethicone, titanium dioxide, glycerin, cetearyl alcohol, talc, aloe barbadensis leaf juice, silica, hyaluronic acid",56204,
7028,Givenchy,Pure Makeup Remover,makeup remover,Pure Makeup Remover by Givenchy — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, hyaluronic acid, silica, cyclopentasiloxane, butyrospermum parkii (shea) butter",23810,
7029,Hourglass,Satin Makeup Remover - Alternative 1112,makeup remover,Satin Makeup Remover by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, iron oxides, caprylic/capric triglyceride, camellia sinensis leaf extract, cyclopentasiloxane, titanium dioxide, aloe barbadensis leaf juice, mica, glycerin",15416,
7030,Yves Saint Laurent,Radiant Makeup Remover - Edition,makeup remover,Radiant Makeup Remover - Edition by Yves Saint Laurent — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, squalane, talc, mica, silica, caprylic/capric triglyceride, dimethicone, aloe barbadensis leaf juice",4815,
7031,Chanel,Supreme Makeup Remover,makeup remover,Supreme Makeup Remover by Chanel — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), camellia sinensis leaf extract, silica, hyaluronic acid, talc, cyclopentasiloxane, squalane, kaolin",28720,
7032,Valentino Beauty,Pure Makeup Remover - Collection - Alternative 1113,makeup remover,Pure Makeup Remover - Collection by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, camellia sinensis leaf extract, glycerin, cetearyl alcohol, caprylic/capric triglyceride, butyrospermum parkii (shea) butter",12729,
7033,Valentino Beauty,Longwear Makeup Remover - Exclusive,makeup remover,Longwear Makeup Remover - Exclusive by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"iron oxides, titanium dioxide, phenoxyethanol, squalane, caprylic/capric triglyceride, hyaluronic acid, mica, butyrospermum parkii (shea) butter, cetearyl alcohol, octyldodecanol",42333,
7034,Shiseido,Infused Makeup Remover,makeup remover,Infused Makeup Remover by Shiseido — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, kaolin, squalane, camellia sinensis leaf extract, fragrance (parfum), aloe barbadensis leaf juice, glycerin, butyrospermum parkii (shea) butter, ethylhexylglycerin, phenoxyethanol",13931,
7035,Sisley,Satin Makeup Remover,makeup remover,Satin Makeup Remover by Sisley — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, kaempferia extract, mica, cetearyl alcohol",16640,
7036,Armani,Luminous Makeup Remover,makeup remover,Luminous Makeup Remover by Armani — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, kaolin, cyclopentasiloxane, talc, hyaluronic acid, fragrance (parfum)",35500,
7037,Clé de Peau,Radiant Makeup Remover - Alternative 1114,makeup remover,Radiant Makeup Remover by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaolin, cyclopentasiloxane, hyaluronic acid, cetearyl alcohol",12021,
7038,Hermès Beauty,Perfect Makeup Remover - Collection,makeup remover,Perfect Makeup Remover - Collection by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, camellia sinensis leaf extract, hyaluronic acid, ethylhexylglycerin, butyrospermum parkii (shea) butter",5258,
7039,Estée Lauder,Longwear Makeup Remover,makeup remover,Longwear Makeup Remover by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, kaempferia extract, silica, camellia sinensis leaf extract, butyrospermum parkii (shea) butter, hyaluronic acid",4201,
7040,Hermès Beauty,Luminous Makeup Remover - Collection,makeup remover,Luminous Makeup Remover - Collection by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, butyrospermum parkii (shea) butter, cetearyl alcohol, aloe barbadensis leaf juice, caprylic/capric triglyceride, octyldodecanol",6211,
7041,Estée Lauder,Ultra Makeup Remover,makeup remover,Ultra Makeup Remover by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, fragrance (parfum), iron oxides, caprylic/capric triglyceride",8015,
7042,Dior,Supreme Makeup Remover - Alternative 1115,makeup remover,Supreme Makeup Remover by Dior — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, phenoxyethanol, hyaluronic acid, glycerin, caprylic/capric triglyceride",13436,
7043,Sisley Paris,Pure Makeup Remover - Signature,makeup remover,Pure Makeup Remover - Signature by Sisley Paris — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, iron oxides, caprylic/capric triglyceride, mica, kaempferia extract, octyldodecanol, cetearyl alcohol, ethylhexylglycerin, titanium dioxide",5960,
7044,Hourglass,Creamy Makeup Remover - Signature,makeup remover,Creamy Makeup Remover - Signature by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, octyldodecanol, iron oxides, titanium dioxide, glycerin",12709,
7045,Dolce & Gabbana,Velvet Makeup Remover,makeup remover,Velvet Makeup Remover by Dolce & Gabbana — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, iron oxides, dimethicone, kaolin, cetearyl alcohol, camellia sinensis leaf extract",12549,
7046,Lancôme,Hydra Makeup Remover - No. 26,makeup remover,Hydra Makeup Remover - No. 26 by Lancôme — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, octyldodecanol, mica, kaempferia extract, cetearyl alcohol, silica",7518,
7047,Shiseido,Silk Makeup Remover - Signature,makeup remover,Silk Makeup Remover - Signature by Shiseido — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, butyrospermum parkii (shea) butter, caprylic/capric triglyceride, ethylhexylglycerin, kaolin, phenoxyethanol, octyldodecanol, fragrance (parfum), aloe barbadensis leaf juice, squalane",15990,
7048,La Mer,Pure Makeup Remover - Edition,makeup remover,Pure Makeup Remover - Edition by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, butyrospermum parkii (shea) butter, kaempferia extract, talc, dimethicone, cyclopentasiloxane, cetearyl alcohol, squalane, mica, fragrance (parfum)",6501,
7049,Hermès Beauty,Sheer Makeup Remover - Signature,makeup remover,Sheer Makeup Remover - Signature by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, ethylhexylglycerin, camellia sinensis leaf extract, aloe barbadensis leaf juice, fragrance (parfum), silica, kaempferia extract, squalane, titanium dioxide, mica",45176,
7050,NARS,Velvety Makeup Remover - Alternative 1116,makeup remover,Velvety Makeup Remover by NARS — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, aloe barbadensis leaf juice, phenoxyethanol, hyaluronic acid, glycerin",21912,
7051,Yves Saint Laurent,Infused Makeup Remover - Signature,makeup remover,Infused Makeup Remover - Signature by Yves Saint Laurent — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, octyldodecanol, mica, iron oxides, hyaluronic acid, cetearyl alcohol, titanium dioxide",59379,
7052,La Mer,Luminous Makeup Remover,makeup remover,Luminous Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, phenoxyethanol, caprylic/capric triglyceride, squalane, octyldodecanol, glycerin, fragrance (parfum), talc, kaolin, camellia sinensis leaf extract",57260,
7053,NARS,Radiant Makeup Remover - Exclusive,makeup remover,Radiant Makeup Remover - Exclusive by NARS — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"mica, aloe barbadensis leaf juice, talc, iron oxides, phenoxyethanol, dimethicone, butyrospermum parkii (shea) butter, titanium dioxide, octyldodecanol",5818,
7054,Tom Ford,Hydra Makeup Remover,makeup remover,Hydra Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, caprylic/capric triglyceride, butyrospermum parkii (shea) butter, dimethicone, glycerin, fragrance (parfum)",6955,
7055,Tom Ford,Velvety Makeup Remover - Signature,makeup remover,Velvety Makeup Remover - Signature by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, caprylic/capric triglyceride, silica, talc",5963,
7056,Clé de Peau,Pure Makeup Remover - Signature,makeup remover,Pure Makeup Remover - Signature by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, talc, phenoxyethanol, caprylic/capric triglyceride, kaolin, glycerin, aloe barbadensis leaf juice, cyclopentasiloxane, squalane",27607,
7057,NARS,Infused Makeup Remover - Exclusive,makeup remover,Infused Makeup Remover - Exclusive by NARS — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, squalane, aloe barbadensis leaf juice, dimethicone, phenoxyethanol",59297,
7058,Hermès Beauty,Intense Makeup Remover - Exclusive,makeup remover,Intense Makeup Remover - Exclusive by Hermès Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, dimethicone, caprylic/capric triglyceride, kaolin, ethylhexylglycerin, butyrospermum parkii (shea) butter, octyldodecanol, mica, titanium dioxide, cetearyl alcohol",54848,
7059,Tom Ford,Pure Makeup Remover - Collection,makeup remover,Pure Makeup Remover - Collection by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"kaempferia extract, titanium dioxide, talc, hyaluronic acid, squalane, kaolin, cyclopentasiloxane, butyrospermum parkii (shea) butter, cetearyl alcohol",28829,
7060,Hourglass,Hydra Makeup Remover - Alternative 1117,makeup remover,Hydra Makeup Remover by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), camellia sinensis leaf extract, kaempferia extract, aloe barbadensis leaf juice, titanium dioxide",4969,
7061,Yves Saint Laurent,Radiant Makeup Remover,makeup remover,Radiant Makeup Remover by Yves Saint Laurent — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, mica, kaempferia extract, cyclopentasiloxane, squalane, cetearyl alcohol, talc, ethylhexylglycerin",9920,
7062,Chanel,Matte Makeup Remover - No. 28,makeup remover,Matte Makeup Remover - No. 28 by Chanel — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, glycerin, talc, hyaluronic acid, silica",31799,
7063,Estée Lauder,Infused Makeup Remover - No. 51,makeup remover,Infused Makeup Remover - No. 51 by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, kaempferia extract, mica, cetearyl alcohol, squalane, dimethicone, octyldodecanol",10863,
7064,Valentino Beauty,Luminous Makeup Remover - Edition,makeup remover,Luminous Makeup Remover - Edition by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, glycerin, silica, titanium dioxide, cyclopentasiloxane, kaolin, iron oxides, dimethicone, talc, mica",6935,
7065,Guerlain,Velvety Makeup Remover,makeup remover,Velvety Makeup Remover by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"dimethicone, octyldodecanol, aloe barbadensis leaf juice, mica, silica, phenoxyethanol, camellia sinensis leaf extract, butyrospermum parkii (shea) butter, fragrance (parfum)",14856,
7066,Valentino Beauty,Velvety Makeup Remover,makeup remover,Velvety Makeup Remover by Valentino Beauty — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, ethylhexylglycerin, iron oxides, kaolin, cyclopentasiloxane, mica, silica",12977,
7067,Guerlain,Radiant Makeup Remover - Alternative 1118,makeup remover,Radiant Makeup Remover by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, talc, kaempferia extract, aloe barbadensis leaf juice, glycerin",50072,
7068,Pat McGrath,Perfect Makeup Remover - Alternative 1119,makeup remover,Perfect Makeup Remover by Pat McGrath — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"hyaluronic acid, silica, fragrance (parfum), mica, cyclopentasiloxane, kaolin",9011,
7069,Marc Jacobs,Silk Makeup Remover - Exclusive,makeup remover,Silk Makeup Remover - Exclusive by Marc Jacobs — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, kaolin, aloe barbadensis leaf juice, mica, cetearyl alcohol, cyclopentasiloxane",35480,
7070,Laura Mercier,Pure Makeup Remover,makeup remover,Pure Makeup Remover by Laura Mercier — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"camellia sinensis leaf extract, squalane, kaolin, fragrance (parfum), cyclopentasiloxane, aloe barbadensis leaf juice, butyrospermum parkii (shea) butter",26247,
7071,Sisley,Velvet Makeup Remover - Edition,makeup remover,Velvet Makeup Remover - Edition by Sisley — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), glycerin, phenoxyethanol, cetearyl alcohol, hyaluronic acid, camellia sinensis leaf extract, iron oxides, titanium dioxide, mica, kaempferia extract",49486,
7072,Estée Lauder,Velvety Makeup Remover - Alternative 1120,makeup remover,Velvety Makeup Remover by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, hyaluronic acid, glycerin, talc, kaempferia extract, phenoxyethanol, dimethicone, fragrance (parfum), iron oxides",50583,
7073,Sisley,Velvet Makeup Remover - No. 69,makeup remover,Velvet Makeup Remover - No. 69 by Sisley — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, silica, talc, ethylhexylglycerin, squalane",10541,
7074,Marc Jacobs,Intense Makeup Remover,makeup remover,Intense Makeup Remover by Marc Jacobs — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, mica, glycerin, iron oxides",9554,
7075,La Mer,Infused Makeup Remover,makeup remover,Infused Makeup Remover by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, fragrance (parfum), cetearyl alcohol, camellia sinensis leaf extract",11592,
7076,Guerlain,Luminous Makeup Remover - Alternative 1121,makeup remover,Luminous Makeup Remover by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"aloe barbadensis leaf juice, titanium dioxide, iron oxides, ethylhexylglycerin, dimethicone, squalane, cyclopentasiloxane",5494,
7077,Bobbi Brown,Silk Makeup Remover - Signature,makeup remover,Silk Makeup Remover - Signature by Bobbi Brown — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, phenoxyethanol, cetearyl alcohol, squalane",4997,
7078,Tom Ford,Pure Makeup Remover,makeup remover,Pure Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"talc, dimethicone, glycerin, kaempferia extract, butyrospermum parkii (shea) butter, phenoxyethanol, squalane, cetearyl alcohol",15722,
7079,Charlotte Tilbury,Pure Makeup Remover - Exclusive,makeup remover,Pure Makeup Remover - Exclusive by Charlotte Tilbury — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, camellia sinensis leaf extract, talc, iron oxides",34394,
7080,Clé de Peau,Creamy Makeup Remover - Exclusive,makeup remover,Creamy Makeup Remover - Exclusive by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"titanium dioxide, cetearyl alcohol, dimethicone, camellia sinensis leaf extract, caprylic/capric triglyceride, cyclopentasiloxane",35619,
7081,Yves Saint Laurent,Velvety Makeup Remover,makeup remover,Velvety Makeup Remover by Yves Saint Laurent — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, fragrance (parfum), silica, kaolin, octyldodecanol",6410,
7082,Givenchy,Velvet Makeup Remover - Alternative 1122,makeup remover,Velvet Makeup Remover by Givenchy — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, squalane, talc, mica, octyldodecanol, glycerin, ethylhexylglycerin, aloe barbadensis leaf juice, cetearyl alcohol, dimethicone",33979,
7083,Tom Ford,Creamy Makeup Remover,makeup remover,Creamy Makeup Remover by Tom Ford — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"silica, kaempferia extract, caprylic/capric triglyceride, talc, hyaluronic acid, ethylhexylglycerin, titanium dioxide, aloe barbadensis leaf juice, mica",44853,
7084,Clé de Peau,Longwear Makeup Remover - No. 98,makeup remover,Longwear Makeup Remover - No. 98 by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cyclopentasiloxane, iron oxides, caprylic/capric triglyceride, aloe barbadensis leaf juice, cetearyl alcohol, kaempferia extract, titanium dioxide, squalane, octyldodecanol",45020,
7085,Clé de Peau,Velvet Makeup Remover - Alternative 1123,makeup remover,Velvet Makeup Remover by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"octyldodecanol, cyclopentasiloxane, squalane, dimethicone, kaolin, phenoxyethanol",5499,
7086,Hourglass,Luxury Makeup Remover,makeup remover,Luxury Makeup Remover by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, mica, cyclopentasiloxane, ethylhexylglycerin",11912,
7087,Clé de Peau,Matte Makeup Remover,makeup remover,Matte Makeup Remover by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"butyrospermum parkii (shea) butter, titanium dioxide, fragrance (parfum), phenoxyethanol, ethylhexylglycerin, silica, camellia sinensis leaf extract, glycerin, hyaluronic acid, aloe barbadensis leaf juice",4323,
7088,Hourglass,Creamy Makeup Remover - No. 42,makeup remover,Creamy Makeup Remover - No. 42 by Hourglass — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"fragrance (parfum), aloe barbadensis leaf juice, cetearyl alcohol, phenoxyethanol, kaempferia extract, butyrospermum parkii (shea) butter, iron oxides, dimethicone",25397,
7089,Clé de Peau,Creamy Makeup Remover - Exclusive - Alternative 1124,makeup remover,Creamy Makeup Remover - Exclusive by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"phenoxyethanol, squalane, butyrospermum parkii (shea) butter, silica, fragrance (parfum), aloe barbadensis leaf juice, glycerin, hyaluronic acid",35696,
7090,Clé de Peau,Hydra Makeup Remover - Signature - Alternative 1125,makeup remover,Hydra Makeup Remover - Signature by Clé de Peau — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"squalane, silica, ethylhexylglycerin, cyclopentasiloxane, octyldodecanol, butyrospermum parkii (shea) butter, kaempferia extract, talc",12206,
7091,Estée Lauder,Longwear Makeup Remover - Alternative 1126,makeup remover,Longwear Makeup Remover by Estée Lauder — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"cetearyl alcohol, octyldodecanol, squalane, iron oxides, hyaluronic acid, titanium dioxide, phenoxyethanol, mica",26057,
7092,Guerlain,Velvety Makeup Remover - Exclusive,makeup remover,Velvety Makeup Remover - Exclusive by Guerlain — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"ethylhexylglycerin, silica, camellia sinensis leaf extract, titanium dioxide, kaolin, squalane",4305,
7093,La Mer,Longwear Makeup Remover - Edition,makeup remover,Longwear Makeup Remover - Edition by La Mer — premium makeup remover formulated for long wear and luxurious finish. Designed to blend seamlessly and provide buildable coverage.,"glycerin, camellia sinensis leaf extract, aloe barbadensis leaf juice, caprylic/capric triglyceride, kaempferia extract, mica, talc, ethylhexylglycerin, cyclopentasiloxane",31736,
